Private School Name,State Name [Private School] Latest available year,Phone Number [Private School] 2009-10,Mailing Address [Private School] 2009-10,City [Private School] 2009-10,State Abbr [Private School] Latest available year,ZIP [Private School] 2009-10
BAKERSFIELD ADVENTIST ACADEMY,CALIFORNIA,6618711591,3333 BERNARD ST,BAKERSFIELD,CA ,93306
BAKERSFIELD CHRISTIAN HIGH SCHOOL,CALIFORNIA,6614107000,12775 STOCKDALE HWY,BAKERSFIELD,CA ,93314
BAL-PERAZIM CHRISTIAN ACADEMY,NORTH CAROLINA,9104874220,4921 BRAGG BLVD,FAYETTEVILLE,NC ,28303
BALBOA CITY SCHOOL,CALIFORNIA,6192982990,525 HAWTHORN ST,SAN DIEGO,CA ,92101
BALCH SPRINGS CHRISTIAN ACADEMY,TEXAS,9722868511,11524 SEAGOVILLE RD,BALCH SPRINGS,TX ,75180
BALD EAGLE WILDERNESS BOYS CAMP SCHOOL,PENNSYLVANIA,5707484543,1077 WILDERNESS TRL,MILL HALL,PA ,17751
BALDWIN ACADEMY INC,CALIFORNIA,8582705995,1752 HORNBLEND ST,SAN DIEGO,CA ,92109
BALDWIN OAKS ACADEMY,FLORIDA,4076470119,1862 E WINTER PARK RD,ORLANDO,FL ,32803
BALDWIN PREP SCHOOL,FLORIDA,5618447700,200 CASTLEWOOD DR,NORTH PALM BEACH,FL ,33408
BALLARD CHRISTIAN SCHOOL,WEST VIRGINIA,3047539942,HC 77 BOX 106,BALLARD,WV ,24918
BALTIMORE ACTOR'S THEATRE - THE CONVERVATORY,MARYLAND,4103378519,300 DUMBARTON RD,BALTIMORE,MD ,21212
BALTIMORE CHRISTIAN SCHOOL,MARYLAND,4104355072,505 E 42ND ST,BALTIMORE,MD ,21218
BALTIMORE JUNIOR ACADEMY,MARYLAND,4105426758,3006 W COLD SPRING LN,BALTIMORE,MD ,21215
BALTIMORE LAB SCHOOL,MARYLAND,4102615500,2220 SAINT PAUL ST,BALTIMORE,MD ,21218
BALTIMORE MIDDLE & UPPER SCHOOL,MARYLAND,4108252323,1145 CONCORDIA DR,TOWSON,MD ,21286
BALTIMORE WHITE MARSH ADVENTIST SCHOOL,MARYLAND,4106631819,7427 ROSSVILLE BLVD,BALTIMORE,MD ,21237
BAMBI DAY SCHOOL,PENNSYLVANIA,6105840312,1545 MORRIS RD,LANSDALE,PA ,19446
BAMBI EDUCATIONAL DAYCARE CENTER,PENNSYLVANIA,2154648623,500 RED LION RD,PHILADELPHIA,PA ,19115
BAMBINI MONTESSORI,TENNESSEE,6158858772,27 FAIRWAY DR,NASHVILLE,TN ,37214
BANCROFT PRESCHOOL,NEW JERSEY,8563542966,201 S KINGS HWY,CHERRY HILL,NJ ,08034
BANCROFT SCHOOL,MASSACHUSETTS,5088532640,110 SHORE DR,WORCESTER,MA ,01605
BANCROFT SCHOOL,NEW JERSEY,8564295637,PO BOX 20,HADDONFIELD,NJ ,08033
BANCROFT SCHOOL AT VOORMEES PEDIATRIC FACILITY,NEW JERSEY,8565660636,1304 LAUREL OAK RD,VOORHEES,NJ ,08043
BANDON PACIFIC CHRISTIAN SCHOOL,OREGON,5415510140,PO BOX 949,BANDON,OR ,97411
BANGOR CHRISTIAN SCHOOLS,MAINE,2079477356,1476 BROADWAY,BANGOR,ME ,04401
BANGOR MONTESSORI SCHOOL,MAINE,2079453464,30 OTIS ST,BANGOR,ME ,04401
BANGOR PRESCHOOL,PENNSYLVANIA,6105881665,221 S 4TH ST,BANGOR,PA ,18013
BANK STREET SCHOOL FOR CHILDREN,NEW YORK,2128754433,610 W 112TH ST,NEW YORK,NY ,10025
BANKS CHRISTIAN ACADEMY,OREGON,5033244500,22785 NW FISHER RD,BUXTON,OR ,97109
BANNER ACADEMY SOUTH,ILLINOIS,7733569988,2330 E 99TH ST,CHICAGO,IL ,60617
BANNER CHRISTIAN SCHOOL,VIRGINIA,8042765200,PO BOX 74010,RICHMOND,VA ,23236
BANNER ELEMENTARY,CALIFORNIA,9098641794,2626 PACIFIC ST,HIGHLAND,CA ,92346
BANNER NORTH SCHOOL,ILLINOIS,7735498070,1625 W DIVERSEY PKWY,CHICAGO,IL ,60614
BANNER THERAPEUTIC DAY SCHOOL,ILLINOIS,7735688115,9538 S HARVARD AVE,CHICAGO,IL ,60628
BANNOCKBURN BAPTIST SCHOOL,TEXAS,5128920000,7100 BRODIE LN,AUSTIN,TX ,78745
BANYAN SCHOOL,NEW JERSEY,9734391919,12 HOLLYWOOD AVE,FAIRFIELD,NJ ,07004
BAPTIST ACADEMY,INDIANA,3177881587,2565 VILLA AVE,INDIANAPOLIS,IN ,46203
BAPTIST BIBLE ACADEMY,CONNECTICUT,8604420277,1144 HARTFORD TPKE,WATERFORD,CT ,06385
BAPTIST CHRISTIAN SCHOOL,CALIFORNIA,9516583203,26089 GIRARD ST,HEMET,CA ,92544
BAPTIST PARK SCHOOL,MICHIGAN,7342872720,12501 TELEGRAPH RD,TAYLOR,MI ,48180
BAPTIST REGIONAL SCHOOL,NEW JERSEY,8565472996,300 STATION AVE,HADDON HEIGHTS,NJ ,08035
BAPTIST TEMPLE ACADEMY,TENNESSEE,7318851116,1900 LONGVIEW RD,UNION CITY,TN ,38261
BAPTIST TEMPLE SCHOOLS,MISSOURI,8162799967,2606 SYCAMORE CT,SAINT JOSEPH,MO ,64503
BAR & FERG'S ACADEMY,FLORIDA,5612788669,200 STERLING AVE,DELRAY BEACH,FL ,33444
BARAT ACADEMY,MISSOURI,6363005500,17815 WILD HORSE CREEK ROAD,CHESTERFIELD,MO ,63005
BARKAI YESHIVAH,NEW YORK,7189987473,5302 21ST AVE,BROOKLYN,NY ,11204
BARNABAS CHRISTIAN ACADEMY,FLORIDA,7723441643,1120 SW PAAR DR,PORT ST LUCIE,FL ,34953
BARNERT TEMPLE PRESCHOOL,NEW JERSEY,2018481027,747 STATE ROUTE 208 S,FRANKLIN LAKES,NJ ,07417
BARNES ACADEMY,GEORGIA,7063773856,154 HART SERVICE RD,HARTWELL,GA ,30643
BARNES-MILLER CHILD DEVELOPMENT CENTER,OREGON,5032927847,7345 SW BARNES RD,PORTLAND,OR ,97225
BARNESVILLE INDEPENDENT ELEMENTARY SCHOOL,OHIO,7404254062,998 SHAMROCK DR,BARNESVILLE,OH ,43713
BARNHART SCHOOL,CALIFORNIA,6264465588,240 W COLORADO BLVD,ARCADIA,CA ,91007
BARNSTABLE ACADEMY,NEW JERSEY,2016510200,8 WRIGHT WAY,OAKLAND,NJ ,07436
BARNWELL CHRISTIAN SCHOOL,SOUTH CAROLINA,8032592100,5675 SC HIGHWAY 70,BLACKVILLE,SC ,29817
BARREN CREEK CHRISTIAN ACADEMY,MARYLAND,4103410023,25845 OCEAN GTWY,MARDELA SPRINGS,MD ,21837
BARRIE SCHOOL,MARYLAND,3015762800,13500 LAYHILL RD,SILVER SPRING,MD ,20906
BARRINGTON ACADEMY,FLORIDA,3052424343,1055 NW 6TH AVE,FLORIDA CITY,FL ,33034
BARRINGTON CHRISTIAN ACADEMY,FLORIDA,3052424343,1013 N REDLAND RD,FLORIDA CITY,FL ,33034
BARRINGTON CHRISTIAN ACADEMY,RHODE ISLAND,4012460113,9 OLD COUNTY RD,BARRINGTON,RI ,02806
BARRINGTON VILLAGE SCHOOL,NEW HAMPSHIRE,6036643899,4 COMMERCE WAY,BARRINGTON,NH ,03825
BARRY COUNTY CHRISTIAN SCHOOL,MICHIGAN,2699482151,2999 MCKEOWN RD,HASTINGS,MI ,49058
BARRY ROBINSON CENTER,VIRGINIA,7574556134,443 KEMPSVILLE RD,NORFOLK,VA ,23502
BARSTOW BAPTIST ACADEMY,CALIFORNIA,7602524692,511 VICTOR AVE,BARSTOW,CA ,92311
BARSTOW CHRISTIAN SCHOOL,CALIFORNIA,7602563556,800 YUCCA AVE,BARSTOW,CA ,92311
BARTLETT CHRISTIAN ACADEMY,ILLINOIS,6305040013,1500 W STEARNS RD,BARTLETT,IL ,60103
BAS MIKROH GIRLS SCHOOL,NEW YORK,8453560807,28 W MAPLE AVE,MONSEY,NY ,10952
BASELINE LEARNING TREE,OREGON,5034398686,20363 SW BASELINE RD,ALOHA,OR ,97006
BASHOR ALTERNATIVE SCHOOL,INDIANA,5748755117,PO BOX 843,GOSHEN,IN ,46527
BASICS & BEYOND PRIVATE ED,CALIFORNIA,5306743644,1356 QUEENS AVE,YUBA CITY,CA ,95993
BASICS PRIMARY SCHOOL & DAYCARE,VIRGINIA,7574240994,1509 RIVER BIRCH RUN N,CHESAPEAKE,VA ,23320
BASILICA SCHOOL OF ST PAUL,FLORIDA,3862527915,317 MULLALLY ST,DAYTONA BEACH,FL ,32114
BASS CHRISTIAN ELEMENTARY SCHOOL,MISSISSIPPI,6017948867,74 MARANATHA CIR,LUMBERTON,MS ,39455
BATES-RICH BEGINNINGS CHILD CARE,NEW YORK,5852443650,601 EDGEWOOD AVE,ROCHESTER,NY ,14618
BATESVILLE CHRISTIAN SCHOOL,ARKANSAS,8706981053,445 WHITE DR,BATESVILLE,AR ,72501
BATH COUNTY CHRISTIAN SCHOOL,KENTUCKY,6066742361,320 SLATE AVE,OWINGSVILLE,KY ,40360
BATON ROUGE ADVENTIST CHRISTIAN SCHOOL,LOUISIANA,2257518219,4363 JONES CREEK RD,BATON ROUGE,LA ,70817
BATON ROUGE INTERNATIONAL SCHOOL,LOUISIANA,2252934338,5015 AUTO PLEX DR,BATON ROUGE,LA ,70809
BATON ROUGE LUTHERAN SCHOOL,LOUISIANA,2252721288,10925 FLORIDA BLVD,BATON ROUGE,LA ,70815
BATTALION CHRISTIAN ACADEMY,NEW YORK,7187745447,661 LINDEN BLVD,BROOKLYN,NY ,11203
BATTLE CREEK ACADEMY,MICHIGAN,2699651278,480 PARKWAY DR,BATTLE CREEK,MI ,49037
BATTLE CREEK AREA CATHOLIC SCHOOL - ST PHILLIPS,MICHIGAN,2699631131,63 24TH ST N,BATTLE CREEK,MI ,49015
BATTLE CREEK CHRISTIAN SCHOOL,MICHIGAN,2699630649,1035 WAGNER DR,BATTLE CREEK,MI ,49017
BATTLE GROUND ACADEMY,TENNESSEE,6157943501,PO BOX 1889,FRANKLIN,TN ,37065
BAXTER MONTESSORI SCHOOL,CALIFORNIA,3236636053,2101 ECHO PARK AVE,LOS ANGELES,CA ,90026
BAY AREA CHRISTIAN SCHOOL,TEXAS,2813324814,4800 W MAIN ST,LEAGUE CITY,TX ,77573
BAY AREA MONTESSORI HOUSE,TEXAS,2814807022,17222 MERCURY DR,HOUSTON,TX ,77058
BAY CENTER MONTESSORI SCHOOL,NEW YORK,5167998090,270 CLOCKS BLVD,MASSAPEQUA,NY ,11758
BAY CITY BAPTIST SCHOOL,WISCONSIN,9204995561,1840 BOND ST,GREEN BAY,WI ,54303
BAY COVE ACADEMY,MASSACHUSETTS,6177391794,156 LAWTON ST,BROOKLINE,MA ,02446
BAY CREEK CHRISTIAN ACADEMY,GEORGIA,7708860678,291 WILLIAMSON RD,DAWSONVILLE,GA ,30534
BAY KNOLL SDA SCHOOL,NEW YORK,5854672722,2639 RIDGE RD E,ROCHESTER,NY ,14622
BAY LIFE ACADEMY,FLORIDA,8134907295,1204 S LENNA AVE,SEFFNER,FL ,33584
BAY MONTESSORI SCHOOL,MARYLAND,3017372421,20525 WILLOWS RD,LEXINGTON PARK,MD ,20653
BAY PINES LUTHERAN SCHOOL,FLORIDA,7273973204,7589 113TH LN,SEMINOLE,FL ,33772
BAY RIDGE CHRISTIAN ACADEMY,NEW YORK,7182380953,6324  7TH AVE,BROOKLYN,NY ,11234
BAY RIDGE PREPARATORY SCHOOL,NEW YORK,7188339090,8101 RIDGE BLVD,BROOKLYN,NY ,11209
BAY SHORE CHRISTIAN SCHOOL,NEW YORK,6316655241,211 BAY SHORE RD,BAY SHORE,NY ,11706
BAYBERRY CHRISTIAN SCHOOL,MASSACHUSETTS,5084289178,2736 FALMOUTH RD,OSTERVILLE,MA ,02655
BAYHILL HIGH SCHOOL,CALIFORNIA,5102681500,521 BODEN WAY,OAKLAND,CA ,94610
BAYLAKE PINES SCHOOL,VIRGINIA,7574644636,4444 SHORE DR,VIRGINIA BEACH,VA ,23455
BAYLOR SCHOOL,TENNESSEE,4232678505,171 BAYLOR SCHOOL RD,CHATTANOOGA,TN ,37405
BAYMEADOWS BAPTIST DAY SCHOOL,FLORIDA,9047333400,4826 BAYMEADOWS RD,JACKSONVILLE,FL ,32217
BAYMONTE CHRISTIAN SCHOOL,CALIFORNIA,8314380100,5000B GRANITE CREEK RD,SCOTTS VALLEY,CA ,95066
BAYOU ACADEMY,MISSISSIPPI,6628433708,PO BOX 417,CLEVELAND,MS ,38732
BAYSHORE CHRISTIAN SCHOOL,FLORIDA,8138394297,3909 S MACDILL AVE,TAMPA,FL ,33611
BAYSHORE CHRISTIAN SCHOOL,ALABAMA,2519290011,23050 US HIGHWAY 98,FAIRHOPE,AL ,36532
BAYSIDE ACADEMY,ALABAMA,2513386300,303 DRYER AVE,DAPHNE,AL ,36526
BAYSIDE ACADEMY,WISCONSIN,9204681122,3475 HUMBOLDT RD,GREEN BAY,WI ,54311
BAYSIDE MONTESSORI ASSOCIATION,CALIFORNIA,5108656255,1523 WILLOW ST,ALAMEDA,CA ,94501
BAYSIDE SDA CHRISTIAN SCHOOL,CALIFORNIA,5107851313,26400 GADING RD,HAYWARD,CA ,94544
BAYTOWN CHRISTIAN ACADEMY,TEXAS,2814214150,5555 N MAIN ST,BAYTOWN,TX ,77521
BAYTUL-IMAN ACADEMY,NEW JERSEY,7323870338,428 MORRISTOWN RD,MATAWAN,NJ ,07747
BAYWOOD LEARNING CENTER,CALIFORNIA,5105318100,12000 CAMPUS DR,OAKLAND,CA ,94619
BC MORGAN HIGH SCHOOL,ALABAMA,2513451188,65 BORDER CIR E,MOBILE,AL ,36608
BCCC CHILDRENS CREATIVE LEARNING CENTER,PENNSYLVANIA,7242848516,107 COLLEGE DR,BUTLER,PA ,16002
BE A KID CHILD CARE CENTER,MISSISSIPPI,6017946320,70 LOGARAS CIR,PURVIS,MS ,39475
BEACH CITIES CHILD DEVELOPMENT CENTER,CALIFORNIA,3103704966,850 INGLEWOOD AVE,REDONDO BEACH,CA ,90278
BEACH HIGH SCHOOL,CALIFORNIA,8314625867,5520 OLD SAN JOSE RD,SOQUEL,CA ,95073
BEACH MANOR SCHOOL,VIRGINIA,7574303338,2660 W NECK RD,VIRGINIA BEACH,VA ,23456
BEACH MONTESSORI TECH,VIRGINIA,7574285437,1101 EAGLEWOOD DR,VIRGINIA BEACH,VA ,23454
BEACH PARK SCHOOL,FLORIDA,8132893747,4200 W NORTH A ST,TAMPA,FL ,33609
BEACHES CHAPEL SCHOOL,FLORIDA,9042414211,610 FLORIDA BLVD,NEPTUNE BEACH,FL ,32266
BEACHES EPISCOPAL SCHOOL,FLORIDA,9042462466,1150 5TH ST N,JACKSONVILLE BEACH,FL ,32250
BEACON CHRISTIAN ACADEMY,NEW JERSEY,2014375056,100 E 22ND ST,BAYONNE,NJ ,07002
BEACON CHRISTIAN ACADEMY,MASSACHUSETTS,9789212888,35 CONANT ST,BEVERLY,MA ,01915
BEACON CHRISTIAN SCHOOL,IDAHO,2087438361,615 STEWART AVE,LEWISTON,ID ,83501
BEACON COUNTRY DAY SCHOOL,COLORADO,3037713990,PO BOX 22126,DENVER,CO ,80222
BEACON DAY SCHOOL,CALIFORNIA,5104364466,2101 LIVINGSTON ST,OAKLAND,CA ,94606
BEACON HIGH SCHOOL,MASSACHUSETTS,6179935100,917 BELMONT ST,WATERTOWN,MA ,02472
BEACON HILL ADVENTIST JR ACADEMY,ARKANSAS,8706424876,1446 RED BRIDGE RD,DE QUEEN,AR ,71832
BEACON HILL CLASSICAL ACADEMY,CALIFORNIA,8054414037,1601 TEMPLE AVE,CAMARILLO,CA ,93010
BEACON HILL NURSERY SCHOOL,MASSACHUSETTS,6172270822,74 JOY ST,BOSTON,MA ,02114
BEACON HILL PREPARATORY ACADEMY,ILLINOIS,7085964288,14633 WINCHESTER AVE,HARVEY,IL ,60426
BEACON HILL SCHOOL,FLORIDA,9549632600,7600 DAVIE RD EXT,HOLLYWOOD,FL ,33024
BEACON OF HOPE CHRISTIAN SCHOOL,FLORIDA,9047976996,1230 KINGS ESTATE RD,ST AUGUSTINE,FL ,32086
BEACON SCHOLASTIC ACADEMY,MASSACHUSETTS,6174676372,90 WELLS AVE,NEWTON,MA ,02459
BEACON SCHOOL,TENNESSEE,4237878708,404 HOLSTON DR,GREENEVILLE,TN ,37743
BEACON THERAPEUTIC,ILLINOIS,7738811005,1912 W 103RD ST,CHICAGO,IL ,60643
BEACON THERAPEUTIC SCHOOL,ILLINOIS,7083883183,12440 S ADA ST,CALUMET PARK,IL ,60827
BEAN TREE LEARNING CENTER,VIRGINIA,5712233110,43629 GREENWAY CORPORATE DR,ASHBURN,VA ,20147
BEAR CREEK SCHOOL,ILLINOIS,2175433230,391 E COUNTY ROAD 600 N,TUSCOLA,IL ,61953
BEAR CREEK UNITED METHODIST CHURCH SCHOOL,TEXAS,2814632969,16000 RIPPLING WATER DR,HOUSTON,TX ,77084
BEAR HOLLOW SCHOOL,CALIFORNIA,6506691379,3790 EL CAMINO REAL # 365,PALO ALTO,CA ,94306
BEARCAMP VALLEY SCHOOL & CHILDRENS CENTER,NEW HAMPSHIRE,6033238300,27 DURRELL RD,TAMWORTH,NH ,03886
BEARCREEK PAROCHIAL SCHOOL,INDIANA,2608255686,6751 N 200 E,BRYANT,IN ,47326
BEARDSTOWN CHRISTIAN ACADEMY,ILLINOIS,2173231685,1421 BEARD ST,BEARDSTOWN,IL ,62618
BEARVERTON YMCA CHILD DEVELOPMENT CENTER,OREGON,5034661312,15650 NW BLUE RIDGE ST,BEAVERTON,OR ,97006
BEATITUDES OF OUR LORD CATHOLIC SCHOOL,CALIFORNIA,5629433218,13021 SANTA GERTRUDES AVE,LA MIRADA,CA ,90638
BEATRICE STONE YAVNE HIGH SCHOOL,OHIO,2166915838,2475 S GREEN RD,BEACHWOOD,OH ,44122
BEAUFORT ACADEMY,SOUTH CAROLINA,8435243393,240 SAMS POINT RD,BEAUFORT,SC ,29907
BEAUFORT CHRISTIAN SCHOOL,SOUTH CAROLINA,8435250635,378 PARRIS ISLAND GTWY,BEAUFORT,SC ,29906
BEAUFORT SDA CHRISTIAN SCHOOL,SOUTH CAROLINA,8435250060,906 CHURCH ST,BEAUFORT,SC ,29902
BEAUMONT SCHOOL,OHIO,2163212954,3301 N PARK BLVD,CLEVELAND HEIGHTS,OH ,44118
BEAUREGARD CHRISTIAN ACADEMY,LOUISIANA,3372021886,3132 HIGHWAY 190 W,DERIDDER,LA ,70634
BEAUTIFUL BEGINNINGS CHILD CARE CENTER,RHODE ISLAND,4017858485,700 ELMWOOD AVE,PROVIDENCE,RI ,02907
BEAUTIFUL SAVIOR ACADEMY,ARIZONA,5205791453,7570 N THORNYDALE RD,TUCSON,AZ ,85741
BEAUTIFUL SAVIOR EVANGELICAL LUTHERAN ELEM SCHOOL,OHIO,6148751147,2213 WHITE RD,GROVE CITY,OH ,43123
BEAUTIFUL SAVIOR LUTHERAN PRESCHOOL & KDGN,OREGON,5037887000,9800 SE 92ND AVE,HAPPY VALLEY,OR ,97086
BEAUTIFUL SAVIOR LUTHERAN SCHOOL,WISCONSIN,2625426558,1205 S EAST AVE,WAUKESHA,WI ,53186
BEAUTIFUL SAVIOR LUTHERAN SCHOOL,OHIO,5138252290,11981 PIPPIN RD,CINCINNATI,OH ,45231
BEAUTIFUL SAVIOR LUTHERAN SCHOOL,COLORADO,3034692049,PO BOX 8,BROOMFIELD,CO ,80038
BEAUTIFUL SAVIOR PRESCHOOL & KINDERGARTEN,WASHINGTON,5097476806,4320 S CONKLIN ST,SPOKANE,WA ,99203
BEAUTIFUL SAVIOUR LUTHERAN SCHOOL,CALIFORNIA,7607296272,3030 VALLEY ST,CARLSBAD,CA ,92008
BEAUVOIR THE NATIONAL CATHEDRAL ELEMENTARY SCHOOL,DISTRICT OF COLUMBIA,2025376489,3500 WOODLEY RD NW,WASHINGTON,DC ,20016
BEAVER COUNTRY DAY SCHOOL,MASSACHUSETTS,6177382700,791 HAMMOND ST,CHESTNUT HILL,MA ,02467
BEAVER COUNTY CHRISTIAN SCHOOL,PENNSYLVANIA,7248438331,3601 SHORT ST,BEAVER FALLS,PA ,15010
BEAVER CREEK CHILDCARE & KINDERGARTEN,MARYLAND,4107214145,2165 DAVIDSONVILLE RD,GAMBRILLS,MD ,21054
BEAVER CREEK SCHOOL,WISCONSIN,,W1410 HILL RD,GRANTON,WI ,54436
BEAVER CREEK SCHOOL,WISCONSIN,,N3902 N STEINE RD,ETTRICK,WI ,54627
BEAVERCREEK CHRISTIAN LEARNING CENTER,OHIO,9374260079,1850 N FAIRFIELD RD,BEAVERCREEK,OH ,45432
BEAVERDAM CHRISTIAN SCHOOL,MICHIGAN,6168758340,5181 64TH AVE,HUDSONVILLE,MI ,49426
BECKET - EAST HAVERHILL ACADEMY,NEW HAMPSHIRE,6035361102,PO BOX 299,PIKE,NH ,03780
BECKMAN JR SR HIGH SCHOOL,IOWA,5638757188,1325 9TH ST SE,DYERSVILLE,IA ,52040
BECKS MONTESSORI,MINNESOTA,6516867984,4130 BLACKHAWK RD STE 124,EAGAN,MN ,55122
BEDDOW JR/SR HIGH SCHOOL,MARYLAND,3012921968,501 BRYAN POINT RD,ACCOKEEK,MD ,20607
BEDDOW SCHOOL - FT WASHINGTON CAMPUS,MARYLAND,3015670330,8600 LOUGHRAN RD,FT WASHINGTON,MD ,20744
BEDDOW SCHOOL - WALDORF CAMPUS,MARYLAND,3018708660,6008 HAMPSHIRE CIR,WALDORF,MD ,20603
BEDFORD BIBLE CHURCH SCHOOL,MICHIGAN,2699643238,21964 BEDFORD RD N,BATTLE CREEK,MI ,49017
BEDFORD MONTESSORI SCHOOL,MASSACHUSETTS,7812753344,153 CONCORD RD,BEDFORD,MA ,01730
BEDFORD MONTESSORI SCHOOL INC,NEW HAMPSHIRE,6036279545,24 TIRRELL HILL RD,BEDFORD,NH ,03110
BEDFORD VILLAGE MORNING SCHOOL,NEW HAMPSHIRE,6034725531,19 MINISTERIAL RD,BEDFORD,NH ,03110
BEEBE CHRISTIAN SCHOOL,COLORADO,9704824409,821 W LAKE ST,FORT COLLINS,CO ,80521
BEECHVALE,OHIO,,7284 TR 601,MILLERSBURG,OH ,44654
BEECHWOOD SCHOOL,NEW JERSEY,8564290303,PO BOX 73,HADDONFIELD,NJ ,08033
BEECHWOOD SCHOOL,CALIFORNIA,6503275052,50 TERMINAL AVE,MENLO PARK,CA ,94025
BEEMAN PARK PREPARATORY SCHOOL,FLORIDA,4078945121,2300 RIDGE AVE,ORLANDO,FL ,32803
BEGINNING DISCOVERIES LEARNING CENTER,NEW HAMPSHIRE,6035986310,292 DERRY RD,HUDSON,NH ,03051
BEGINNINGS & BEYOND,NEW HAMPSHIRE,6033290124,320 SANDOWN RD,EAST HAMPSTEAD,NH ,03826
BEGINNINGS - A MONTESSORI PRESCHOOL & KINDERGARTEN,MARYLAND,3017222220,PO BOX 1163,CUMBERLAND,MD ,21501
BEGINNINGS CHILD DEVELOPMENT CENTER,MASSACHUSETTS,7818911011,210 SOUTH AVE,WESTON,MA ,02493
BEIKVEI HATZION,NEW YORK,7184866363,31 DIVISION AVE,BROOKLYN,NY ,11211
BEIS CHAYA MUSHKA,NEW YORK,7187560770,1505 CARROLL ST,BROOKLYN,NY ,11210
BEIT RABBAN,NEW YORK,2125951386,8 W 70TH ST,NEW YORK,NY ,10023
BEL FOREST CHRISTIAN ACADEMY,MARYLAND,4108386074,603 VALE RD,BEL AIR,MD ,21014
BEL-AIR CHRISTIAN SCHOOL,CALIFORNIA,7146353924,1241 S BROOKHURST ST,ANAHEIM,CA ,92804
BEL-RED BILINGUAL ACADEMY,WASHINGTON,4252830717,15061 BEL RED RD,BELLEVUE,WA ,98007
BELAIR BAPTIST CHRISTIAN ACADEMY,MARYLAND,3012620578,PO BOX 796,BOWIE,MD ,20718
BELDEN STREET MONTESSORI SCHOOL,TEXAS,9038681019,618 W BELDEN ST,SHERMAN,TX ,75092
BELEN JESUIT PREP SCHOOL,FLORIDA,7866214178,500 SW 127TH AVE,MIAMI,FL ,33184
BELIEF ACADEMY,FLORIDA,4072015774,2337 VALLEY AVE,KISSIMMEE,FL ,34744
BELIEVERS IN CHRIST CHRISTIAN ACADEMY,WISCONSIN,4144441146,4065 N 25TH ST,MILWAUKEE,WI ,53209
BELL CANYON MONTESSORI SCHOOL,UTAH,8015711515,1690 E 11400 S,SANDY,UT ,84092
BELL GARDENS CHRISTIAN SCHOOL,CALIFORNIA,3237733968,6262 GAGE AVE,BELL GARDENS,CA ,90201
BELL SHOALS BAPTIST ACADEMY,FLORIDA,8136899183,2102 BELL SHOALS RD,BRANDON,FL ,33511
BELL VALLEY,OHIO,3308522142,1708 TR 164,SUGARCREEK,OH ,44681
BELLA VISTA CHRISTIAN ACADEMY,CALIFORNIA,2098357438,1635 CHESTER DR,TRACY,CA ,95376
BELLA VISTA PRIVATE SCHOOL,ARIZONA,4805756001,6914 E BELLA VISTA DR,CAVE CREEK,AZ ,85331
BELLAMY MANOR SCHOOL,VIRGINIA,7574954525,5009 PROVIDENCE RD,VIRGINIA BEACH,VA ,23464
BELLARMINE COLLEGE PREP SCHOOL,CALIFORNIA,4082949224,960 W HEDDING ST,SAN JOSE,CA ,95126
BELLARMINE PREPARATORY SCHOOL,WASHINGTON,2537527701,2300 S WASHINGTON ST,TACOMA,WA ,98405
BELLARMINE-JEFFERSON HIGH SCHOOL,CALIFORNIA,8189721400,465 E OLIVE AVE,BURBANK,CA ,91501
BELLCATE SCHOOL,VERMONT,8023731620,1 CORPORATE DR,ESSEX JUNCTION,VT ,05452
BELLE'S & BEAU'S ACADEMY AT THE FARM,COLORADO,3036936715,6150 S TOWER RD,AURORA,CO ,80016
BELLEAIR MONTESSORI ACADEMY,FLORIDA,7275842867,905 PONCE DE LEON BLVD,BELLEAIR,FL ,33756
BELLEVIEW CHRISTIAN ACADEMY / LFCS,FLORIDA,3522456151,6107 SE AGNEW RD,BELLEVIEW,FL ,34420
BELLEVIEW CHRISTIAN SCHOOL,COLORADO,3034275459,3455 W 83RD AVE,WESTMINSTER,CO ,80031
BELLEVILLE MENNONITE SCHOOL,PENNSYLVANIA,7179352184,4105 FRONT MOUNTAIN RD,BELLEVILLE,PA ,17004
BELLEVUE CHILDREN'S ACADEMY,WASHINGTON,4257854552,14600 NE 24TH ST,BELLEVUE,WA ,98007
BELLEVUE CHRISTIAN ACADEMY,NEBRASKA,4028984222,1400 HARVELL DR,BELLEVUE,NE ,68005
BELLEVUE CHRISTIAN SCHOOL,WASHINGTON,4254544402,1601 98TH AVE NE,CLYDE HILL,WA ,98004
BELLEVUE MONTESSORI SCHOOL,WASHINGTON,4254547439,2411 112TH AVE NE,BELLEVUE,WA ,98004
BELLINGHAM CHRISTIAN SCHOOL,WASHINGTON,3607337303,1600 E SUNSET DR,BELLINGHAM,WA ,98226
BELLINGHAM COOPERATIVE SCHOOL,WASHINGTON,3607331024,2710 MCKENZIE AVE,BELLINGHAM,WA ,98225
BELLWOOD CHRISTIAN ACADEMY,TENNESSEE,6158905553,1140 MIDDLE TENNESSEE BLVD,MURFREESBORO,TN ,37130
BELLWOOD PRESCHOOL & KINDERGARTEN,PENNSYLVANIA,4123663812,2359 W INGOMAR RD,PITTSBURGH,PA ,15237
BELMONT ACADEMY,OREGON,5032328985,3841 SE BELMONT ST,PORTLAND,OR ,97214
BELMONT DAY SCHOOL,MASSACHUSETTS,6174843078,55 DAY SCHOOL LN,BELMONT,MA ,02478
